puuid,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak,tier,Riot_ID,total_games,win_rate,updated_at
aIbr6wA-uIC7TKTyrCoNXQdklatJOy7JZcPlKhye6CsInFb_a3IdKDMdmNxCeQ_xFpJqpHiMl4rKXQ,2006,I,261,125,True,False,False,True,Challenger,Fer#41fer,386,67.62,2026-01-23 23:03:08.951544+07:00
gDS_RXL2uVslEPIcN_A8AVyv6gDSAEWb3dwYsV8ofJXEKVEJpvT2hykvUIg6cJmLmJu_VU1akJ_jKw,1979,I,293,112,True,False,False,True,Challenger,Eggy#6142,405,72.35,2026-01-23 23:03:08.951544+07:00
x13cEumQNek2mzLebII6fYK-VQ7iHKLws7YvPlbrWQ0TWUnXxW29JxiGpD9342uBCu5ip0I-RBwSqQ,1828,I,456,231,True,False,False,True,Challenger,Nanande#nana,687,66.38,2026-01-23 23:03:08.951544+07:00
14IIPePAeml4zuSMfE6L4ZeOsFubGK3MCmZE7JX_vxX_u60uyKlQIIeLuux3YRXo3Y5JIdY4nyUsHQ,1654,I,285,124,True,False,False,True,Challenger,ARaye#Rawyr,409,69.68,2026-01-23 23:03:08.951544+07:00
rF7pPnd6Y70yDZHOhsiJXw_K6LhwR-OG1058e4pzirzuuQl18en0bN-3xD2-1HJKk1Pqpe_x01jTQw,1605,I,326,186,True,False,False,True,Challenger,Enif#SEA,512,63.67,2026-01-23 23:03:08.951544+07:00
LOZXtiOOJOowiev9UHNv7XJ5d3m268S7GyU2K19rf3ZmQgtyabvX0Eh5joLpfhAYSq2g_8I8mP5pdg,1527,I,394,195,True,False,False,False,Challenger,mald#tft,589,66.89,2026-01-23 23:03:08.951544+07:00
S1y6zj-N_jmCqxP3WiGPtnEhIZMm1rSr3f6ft94vtJ2oKObwnfrA12wg44v3_OvEXdj5eJ2AiBU0NA,1500,I,222,101,True,False,False,False,Challenger,masianiverson#xdd,323,68.73,2026-01-23 23:03:08.951544+07:00
_M9CtULqij_I3Cjw5Kbzl4dh48ZEgsOQQ0pd-W32HcT7r0I0iHKHmObg9COsMGfWy_c1Lb_fvLi8zA,1495,I,218,128,True,False,False,False,Challenger,FS Boomhae#0901,346,63.01,2026-01-23 23:03:08.951544+07:00
V_HDEimGgGYRyR632PNqZBUUw3EHl0U3YYyfP6k9s7F3a8-bPkkN7Del-5odV5D7VwlaJnlfXRoiMA,1490,I,302,167,True,False,False,True,Challenger,Pai#phpai,469,64.39,2026-01-23 23:03:08.951544+07:00
sIGOZ9DnVqhqkYltynlYFf6Mc-K2BYvhoJ09e0vXfeY76ntfmNq66_S_Tif_bDreckyhXTvj7MXiWQ,1386,I,318,199,True,False,False,False,Challenger,Mulberry#ketsu,517,61.51,2026-01-23 23:03:08.951544+07:00
