puuid,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak,tier,Riot_ID,total_games,win_rate,updated_at
ZCAjLRiUB-pd3pusrD5tD8Teb-dQTuFXeTteIJdR3td7eitJvfzKrrQqc5x_mN6H0wEoS7k43WM-QQ,1238,I,120,51,False,False,False,False,Challenger,Houston3001#9594,171,70.18,2026-02-03 00:31:48.290648+07:00
7VLQYTZFk6WFVjxNEFKqflEbDQcptyAZu6bl8GXsyMltyZKQRmrairiAjVWAKBbp1ujBoCvjhHnJig,1231,I,348,261,False,False,True,False,Challenger,QuazE#IWNL,609,57.14,2026-02-03 00:31:48.290648+07:00
OX9t0WAW97FLFOcr1l-4L2AlRtPZ7eerU29E7hosR8iiyRxhzVXJrmRuIbUqIRywXu1MnnxAVfmZaw,1229,I,296,201,True,False,False,False,Challenger,Kaiser55#9050,497,59.56,2026-02-03 00:31:48.290648+07:00
KBnRpeKWNTv9m4tZa5HjQglVPeKK5MjiCjGIqsJZON8tF1GSZa0Gz5krLQ-1HS4-FKeLukcxIQsT-g,1215,I,186,120,False,False,True,False,Challenger,เธอชอบเราไหมนะ#SEA,306,60.78,2026-02-03 00:31:48.290648+07:00
HwDcYLydIRkb3OGwzIBBeWTcltTVkIWRVxbIrquIqAma8DXxWxZBzDOcegjEngN-DMyd3ZnLNMTI1Q,1209,I,238,168,False,False,True,False,Challenger,tokyosniper#dump2,406,58.62,2026-02-03 00:31:48.290648+07:00
1ezqWqBuIzJs9ejlxu7wjW3z9XhyCL-4c6ZN2ANKHfgLOSEFNpAIYF3IKyvrYrMIVv9nBUKrUyqaPg,1205,I,237,165,False,False,True,True,Challenger,Reso#RESO,402,58.96,2026-02-03 00:31:48.290648+07:00
P7Bg4HqvX4u_8RmLlOzZ-HzskvtKnwvrXX8f9H0vSTw4--GvP4tdsKScaQpcyGv9ZkfgJTAGENnhYQ,1203,I,350,295,False,False,False,False,Challenger,Reverie#byou,645,54.26,2026-02-03 00:31:48.290648+07:00
tpaSKYAbEC1GRbhHcuqPqViRezX9P_CKHLaU-qEBh-Hez174mymu0VgoHjio3Dz8b6S76l30To1DlA,1196,I,550,400,False,False,True,False,Challenger,Maxccv#2003,950,57.89,2026-02-03 00:31:48.290648+07:00
sIGOZ9DnVqhqkYltynlYFf6Mc-K2BYvhoJ09e0vXfeY76ntfmNq66_S_Tif_bDreckyhXTvj7MXiWQ,1196,I,345,221,True,False,False,False,Challenger,Mulberry#ketsu,566,60.95,2026-02-03 00:31:48.290648+07:00
zPFCC1h0W9DaLG_esDcxUrmAdnL1GDrLyxyTxYKJvPiUv6wpQVxLi1SfR-jorgLRyQaF6YGoO_GlNg,1196,I,233,141,False,False,False,False,Challenger,grog#123,374,62.3,2026-02-03 00:31:48.290648+07:00
j5USmCMGJffIzaGlfGcZ0m2hhl_BpfD5DWjsqr7XpZyGV15ce3X1CjQRVPNxP9HbSt8fPEOB9bCT3A,1183,I,256,184,False,False,True,False,Challenger,caipng#8620,440,58.18,2026-02-03 00:31:48.290648+07:00
jmRDseDMRwngpUWBNfU4D36Uw-5NqZIBBr7bXFARlp1pjcOGygAsgq2grGoCdw6yeGjgtedbV1Yx5w,1175,I,243,180,False,False,True,True,Challenger,i love faker#dave,423,57.45,2026-02-03 00:31:48.290648+07:00
xtmkvmlgjN7YWdCV_V3fNn7pO3ESOPPcAt8dCjwK96y2viN5x4v8RlDSY8EWCLedHDgYy70oC0_2SQ,1168,I,340,251,False,False,True,False,Challenger,shush#2654,591,57.53,2026-02-03 00:31:48.290648+07:00
8HJs5svT6YvA3-6a67qcGczdXpgvklMU3TiI8aftTsV_mIO2z_Uw9LNvI9JSaTidx--_s1KbFkO34g,1157,I,151,100,False,False,True,False,Challenger,FindOut#SG2,251,60.16,2026-02-03 00:31:48.290648+07:00
O6w0nCY0ZxEUfz2su2XXfkOg-IvW-cL_YDvRgyKa3L5skrGrK6DfkyxN9QV2IGGW5DdF0aARemjtVw,1149,I,312,265,False,False,True,False,Challenger,maxxine#sleep,577,54.07,2026-02-03 00:31:48.290648+07:00
X9kmN_xYGVgdLYl2JxP_Bh1abnGATdudqSmRemM6W9YecpndB1RqfRFmsT43ovf43qomuhQuXXI6DQ,1140,I,302,216,False,False,True,False,Challenger,ipw#uuuu,518,58.3,2026-02-03 00:31:48.290648+07:00
8xtcab4066AaNOKbYo34yywmm-vLFhaDsgPtriU_AZsdOeOn2JdC1zPOcZxHieNuaVk9DEqat4iReQ,1139,I,332,243,False,False,True,True,Challenger,FuuTime#xdd,575,57.74,2026-02-03 00:31:48.290648+07:00
axEsIv52kvfqXqgQPrLbO1k0YZUhu1Pk0h_CCdgz6xFKTrxjMUVusNAEc9uAVXGV1yDU7KPiW_zDdA,1144,I,367,267,True,False,False,True,Grandmaster,undeliche#nuunn,634,57.89,2026-02-03 00:31:48.290648+07:00
ofY_0GTEjP_FHH1VANbLgMtKmKDIl5NmBnnT8F0IwHf0gk8FaJyMueEjqeuw4TOGmuwGmWQ-BVrY0Q,1134,I,299,231,False,False,True,False,Grandmaster,jail#SG2,530,56.42,2026-02-03 00:31:48.290648+07:00
o8gIWNjRDKAkA3O-HgfxY0NnLQUQIyWbm8ocRLnXJckjIxh8cgIUW8AkZ0M82erZObDcGUYOwbk44A,1133,I,182,114,False,False,False,True,Grandmaster,Seahiter#G3m,296,61.49,2026-02-03 00:31:48.290648+07:00
B274Jea7oXuEHy1zw539zOrpwKS6DCBO79WugGBKHr3UUW6soF8f35_8oMdlo5qtuN7cKgdvi4VQJQ,1131,I,320,257,True,False,False,False,Grandmaster,Zsm#88123,577,55.46,2026-02-03 00:31:48.290648+07:00
UP1iBlQkS0ZwMsuBpIvLU7tLfSU9VeQF-_PyLeYWc7eihIYLZxfAgpVWVTF2G9zJISH57Uf_wSH4vQ,1129,I,243,187,False,False,True,False,Grandmaster,Jesuslovesme#Susej,430,56.51,2026-02-03 00:31:48.290648+07:00
5em7MAQIxP7OxpqK-cYF-tDgDCUeMH0ZyAh8XQQ0yzWA7PprXxpgsSPDcIMaGtRII76wA7-QqGl8EA,1114,I,94,22,False,False,False,False,Grandmaster,house cat#BM1,116,81.03,2026-02-03 00:31:48.290648+07:00
SIDHJI1ibTAmzqdzOCH8InAwwQXw4ArKGx_dEpAXKZjLJfMsCsoVRQJnW4zsc7DPMTs7A7KaChSt6g,1107,I,440,364,False,False,True,False,Grandmaster,freezingfiref#SG2,804,54.73,2026-02-03 00:31:48.290648+07:00
SAempvmqOFivF3G5RapsA3hF60xv1MpR_h_SlShDoDWSbMrJgF4YmuhqFMuAjKNgJ-7WrK0ZLSDr2A,1104,I,354,246,False,False,True,False,Grandmaster,potatodoggy#SG3,600,59.0,2026-02-03 00:31:48.290648+07:00
wIlHjKclSRHqXoCU0JthmfP5_sf-Wj0G-gE_m0gYNne2tBEiV019FAu95zsY_Qsi2xuCOcktSe02fQ,1099,I,123,69,False,False,False,False,Grandmaster,Atidtech#8761,192,64.06,2026-02-03 00:31:48.290648+07:00
JL8AoiuRMkfA_yObaRi9o9cD2yNLot2fLCJ_EtDmBHPCHNzEQIGwIw_x8c_g165UYaUg1bln7WxARw,1098,I,353,312,True,False,False,False,Grandmaster,Berlin#sryze,665,53.08,2026-02-03 00:31:48.290648+07:00
JnT2nzrAuHAzeOe7lj4p8A7zuhvTtD9s55_C52FLOdMA5fVZAvjjaGgMbvtgLUjKTeqip5Z3u5ZzYA,1098,I,244,167,False,False,False,False,Grandmaster,RizuDiff#SG2,411,59.37,2026-02-03 00:31:48.290648+07:00
nWT4SDeDYc7k34KS8eO2ocpxzE_Asan9ennmKjMt86rRlvWWvX3RWNMap3kvGiMCR6_t5x7NWE0ktw,1096,I,317,240,True,False,False,False,Grandmaster,holeecow#2590,557,56.91,2026-02-03 00:31:48.290648+07:00
0VBqhjoQJDOhUsuUL95_Hv8szDcH77kuBsrWsLskTmk_WGuiGfd0f_2zGq5Y2SkUWPP0tKZkCgz7nQ,1093,I,481,354,False,False,True,False,Grandmaster,ffstars#8787,835,57.6,2026-02-03 00:31:48.290648+07:00
U51azwQ2TP7qamHpqL46Wy6mbhOnesM0BvoJD-gSB5PM3ctLxllFY0RpUF8QXYaQcewiYdjgROZlFw,1093,I,337,245,False,False,True,False,Grandmaster,peter pan ties#2806,582,57.9,2026-02-03 00:31:48.290648+07:00
S6clehuZlzktAhjup2MHHSDg32LzoOkUoTwAM5s4rIChf7BTPNIYD0rWMWpOyfQ9w3AVJYLtpLc0tw,1093,I,311,238,False,False,True,False,Grandmaster,wabisabi#0929,549,56.65,2026-02-03 00:31:48.290648+07:00
3bFoxlYsOjXiZWz9u-xFrr-TJWlXPmVqSECrdgzYKrqwsBJZcL5H0dgWxUHFI9i03pflp_Uvbq_kmg,1089,I,356,277,False,False,True,True,Grandmaster,HUNTRIX Rumi#1003,633,56.24,2026-02-03 00:31:48.290648+07:00
nsJ9ahyPtNa07DKrAhWSl5QeVi7WEOTDfjQ-fZM7NM93Wr-CYhOyedcO8jmC1UGQrUvWu1Bf8B2YoA,1089,I,322,213,False,False,False,True,Grandmaster,N4IKZY#7452,535,60.19,2026-02-03 00:31:48.290648+07:00
Co42dWPtiWsQdppEYpCn4MgfA1F0os4g0L8AoxJa4LLj20ZwGpKF_G39xnvqGwLQKza_87Xn4UPrIw,1088,I,311,228,False,False,False,False,Grandmaster,Fourz#ff4,539,57.7,2026-02-03 00:31:48.290648+07:00
hwBlcjZFwqC8f0fBnBa-be63N04EpYoQwZGL_2MqeoR35KFH2Y8s89ENcDdGxml9iT0ClLE08iWHvw,1084,I,305,201,False,False,True,False,Grandmaster,Kjaos#four,506,60.28,2026-02-03 00:31:48.290648+07:00
dPxpmdIFBYhhVWjd1s0PYki7ejXY-WXDGwv4G1l766oFKVNhqIRXXGux-tJqCDfF7gsE5GFV3yyfig,1079,I,224,145,False,False,False,False,Grandmaster,Maalox#maa,369,60.7,2026-02-03 00:31:48.290648+07:00
pS00u9CV4tk8k02Ze3k2uaiEKo1KzPTATfcoSEXADJlO8laQcUQMFMcj50RjrVUCtsn0G8D3y6IliQ,1076,I,180,112,False,False,True,False,Grandmaster,AMQ paradice#428,292,61.64,2026-02-03 00:31:48.290648+07:00
PlPP_YTQcadZg0HncxOL7aK03qYR8Y0cpB9L2w9SlhB5UrdVuiBF54UKfXj7CCKM_zNp3A_2UgAekg,1064,I,434,329,False,False,False,False,Grandmaster,MelAmz#1234,763,56.88,2026-02-03 00:31:48.290648+07:00
yiqdukSWSOo9apM1lMpXEdw5-WaASIQLBhUL416kKSvFnwK9rKY1N-V_nHGYWWho9J0ekhaLVn5mzg,1064,I,384,340,True,False,False,False,Grandmaster,ทนายPong#1244,724,53.04,2026-02-03 00:31:48.290648+07:00
l-ho8JzLQlcy9zWT78SyPwHjXK0jKp0bsW31BI1WMeSiLeEwo1i_C_gC6zK5U5BzbT8YqmzZmbLR5A,1064,I,240,170,False,False,False,False,Grandmaster,Disco#tft,410,58.54,2026-02-03 00:31:48.290648+07:00
gN3Ym7f-50xhoJ_12ZAtuGS9eHzJToJPhkr0g2U6ZqOhO-9Wm7XG2jufQHEo5Ulwfj6m9Bjf8uPFjA,1063,I,335,251,False,False,False,True,Grandmaster,Tipfy#TIF,586,57.17,2026-02-03 00:31:48.290648+07:00
qztgWwktLwKKKmueaqAqdXA0Cg0XuZn2wReRmSmA-qnAMMecKDdocTepFQiTDpsM7RYVBmI6O4Yryg,1062,I,328,187,False,False,False,False,Grandmaster,Big Timmy#Fatty,515,63.69,2026-02-03 00:31:48.290648+07:00
diAbLFkVNEmZiextbPXSNC3eXsp7G6K7gBETk_6LfFvVVc3jA0N6kmItu8zQn6TOPc8Si7gUgR_LnA,1049,I,248,189,False,False,True,True,Grandmaster,Player 5#0111,437,56.75,2026-02-03 00:31:48.290648+07:00
SIwigk7wBNQ2UBiACAzxsa1oxiG3r-FGM8hfjlIdl6-ZzbICDQfjHgdjOoZ9NFhwglq5mgaCQpf8jg,1043,I,364,290,False,False,True,True,Grandmaster,Bwakies#4638,654,55.66,2026-02-03 00:31:48.290648+07:00
pbYdEM53JcEAmndVOrpnsXJbl7GxlBTgoJ-b2N3AsVmZWDWVj1bKiOsRr2s0ylujTmW-kOrsZZhbBQ,1043,I,243,160,False,False,True,False,Grandmaster,SunRise#Shiny,403,60.3,2026-02-03 00:31:48.290648+07:00
kyVheQ-Vi_OBOUbiHoBsh49ICs_kiOkzZbA2WG8i88X3XlSBAMrKNRmW-AmHfR1RE0lPcbvWsZzepQ,1019,I,382,283,False,False,False,True,Grandmaster,1ayf#idk,665,57.44,2026-02-03 00:31:48.290648+07:00
2LEAollOdkKuSU0N9oPnYnUMg1is4n6VV_oxE09g8A0SNgJ12Ky6Kcprgy5FPMwjnt_CmOa1OH-EwQ,1009,I,252,206,False,False,True,True,Grandmaster,mango graham#HVC,458,55.02,2026-02-03 00:31:48.290648+07:00
Jf27umubZ3XbJQem7U7kirsfONaMgxwRvqVKAjXZcF8wtJLY-fGHrSJc1aLkL8_QuN9wjaU0EhlQKw,1008,I,465,387,False,False,False,False,Grandmaster,Kurroneko#kuro,852,54.58,2026-02-03 00:31:48.290648+07:00
BJYbdzUsed1TtU8-mBncsw4ycGyJXhQIFmGtvCetgaNOtJmG2wHgEdeGyOuUkjdpIoBy9aAQTAGoMg,1006,I,164,121,False,False,False,False,Grandmaster,Icd#Icedd,285,57.54,2026-02-03 00:31:48.290648+07:00
YNt4zeT39dltRxkjyyVAZn-ekbmwhMPdZPLMd2R_UX9Ak_drm0NPVWrK-aJ2ZcUE9z0Z1TgzK4yq4A,1005,I,268,190,False,False,True,False,Grandmaster,Im Ace#Ace97,458,58.52,2026-02-03 00:31:48.290648+07:00
0_A7J1nh8nNbmPfRhIahTipM8t6BpIUHj22ZKLSMg0v7cQYaKPxNrg9jCgWufIeuCOKXSStnl7JI4A,1002,I,276,211,True,False,False,False,Grandmaster,Curry#16145,487,56.67,2026-02-03 00:31:48.290648+07:00
x9bEVwp_j61mosQWwDftSI2hjCBxopLsniSb_l-M-vJyNKRQnmi2u_lZmuKZ7n1INfzIv7DWop0G8Q,1001,I,144,95,False,False,False,False,Grandmaster,minari baby#SG2,239,60.25,2026-02-03 00:31:48.290648+07:00
IuYhypp0qaiay3ydg6qi-9Rv2ryRb-FVyXfcsQ8oyqeCp0i5L6A6cjsfphha9x2kk0JUbfNpkN0VFA,996,I,305,236,False,False,False,False,Grandmaster,Allen#SEA,541,56.38,2026-02-03 00:31:48.290648+07:00
vztPRJLNtzgGy2keaRHWbNPXc13KslG_aQcl2MkPXuyhU3LMlqshZ2h_VLLDPq3h22ct71oEBmuD1Q,995,I,246,171,False,False,False,False,Grandmaster,Sinister#bgt,417,58.99,2026-02-03 00:31:48.290648+07:00
-q1EF-eEIx5wN9sbdVto40OzJaabbpS4W9pOP10F-A1mVgYO8mrGZLxk88fkg2x1O-piia_4MDXVNg,994,I,261,235,False,False,True,True,Grandmaster,MarvelousSunday#Umaaa,496,52.62,2026-02-03 00:31:48.290648+07:00
ZchXPy3_dormCfSXDErnuRCTYxJko-98C5MpHp79M-rdJYZxsFzzuk_2DRf42YN4AFlFQ5pUeFwvpg,990,I,214,156,False,False,False,True,Grandmaster,MagicElephant#SG2,370,57.84,2026-02-03 00:31:48.290648+07:00
9Laz3UqMPwWxQQ4YJENspSRKUiIIj5nhkcbPCN6bbRBoHcEN-Dh8zWnZLogoNl0tqgOyg_7ZJGETNA,990,I,160,100,False,False,False,False,Grandmaster,Rexomyne#WTM,260,61.54,2026-02-03 00:31:48.290648+07:00
TtKyVilHApZ-3ZK8oNvqd3n-YwOmdBvE3xHg4dWUs0HZZW0PCnY1ZoYKAuWP4I_vTgs7hEhkj1wurg,988,I,306,254,False,False,True,False,Grandmaster,Aya#6292,560,54.64,2026-02-03 00:31:48.290648+07:00
fnlKrwOnalwfwCG0pD6_9MbvapzwekE2B11s1ExP8X9M0ADNCJcrjV-lIcoxCnwNi7w__Ub3FNQbyQ,988,I,263,193,False,False,False,False,Grandmaster,teeoftea#SG2,456,57.68,2026-02-03 00:31:48.290648+07:00
r9B_s5QGe_ql-rt7wC5crh5fg7GuOE_htpYM7kBI1avQp_M7TZKWb1bQ_DeACsrW-1oJNlhDR4HcrA,985,I,260,215,True,False,False,False,Grandmaster,nicolay#aaa,475,54.74,2026-02-03 00:31:48.290648+07:00
nClYpBkEoKoyaWu35rroZ0k2qUb218c04y2noYMlcaDJqDNMwdKZCOII-dCa-CCBYZVgFLi1HtHlhg,974,I,139,110,False,False,True,False,Grandmaster,Sumthing#Spoky,249,55.82,2026-02-03 00:31:48.290648+07:00
d5ZkU-OdCiipoLaX_FUJQjARsxKAqd0TTY6U7w7YEpSBOxwPT39W3FKoKA9ciZj4McARZzpNEMZG-w,973,I,221,145,False,False,False,False,Grandmaster,Daxiatitan#LvUp,366,60.38,2026-02-03 00:31:48.290648+07:00
NMsjYGHmb2OSLWN6lZHMVyJrTKfkpH3dpx4KotZvdqOLGv0mbAwNdGRpnBwdxSRJbmvOlRXkSxh8Gg,960,I,343,269,True,False,False,False,Grandmaster,WDA Sharkz#SG01,612,56.05,2026-02-03 00:31:48.290648+07:00
olFLq7E0z7dpq_4ZIUuk-ku4Mu1gNV2kOX4LX9Ut1oGg8lrP06lLDKb8RoNbYLLLWOk0yNRx9drYjg,959,I,330,261,True,False,False,True,Grandmaster,hoodis#2202,591,55.84,2026-02-03 00:31:48.290648+07:00
3FO3asvqUxM6mXyl7uxSZAJmF7_7FTVJRPiPf6Sr1eWjaRXTbWFnvbNF27Tbthf3hE0FCs_1zSW8jw,957,I,336,270,False,False,True,False,Grandmaster,Vincent#nil,606,55.45,2026-02-03 00:31:48.290648+07:00
66fZQiiikyv758UcQ8ssrpMtu13vOG_SYAuTu7V4CaDxkKVrcrSL6gs-U-fqZCNUh2Ih04VKEcGX9w,956,I,222,136,False,False,False,False,Grandmaster,Skyli#Van,358,62.01,2026-02-03 00:31:48.290648+07:00
tEq0IaCE7k70ymiPyFz5pLGZUGCOgJMu547iucAbsIETx4JFGHcHBltszJ1CGJwFjrz1Iq8mrGjZXA,952,I,136,79,False,False,False,True,Grandmaster,minjeong#SG2,215,63.26,2026-02-03 00:31:48.290648+07:00
t0BfXuGC9D3ObsbXitoBMzzfzw5FUuVrnDkQGYBdkBA7hgJlVdfSsWv2h0CoU6qDC_FS0FpNv33iEQ,950,I,205,164,False,False,True,False,Grandmaster,Frost#8490,369,55.56,2026-02-03 00:31:48.290648+07:00
ugbPRN8PwymUonm-0BkL-uSE-udI53oJHeVoJ_CD9h_QPD1CreLOnwLFoVldVKDIzZq3bYyHT_ySOg,944,I,430,369,True,False,True,False,Grandmaster,Getta#alone,799,53.82,2026-02-03 00:31:48.290648+07:00
