puuid,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak,tier,Riot_ID,total_games,win_rate,updated_at
14IIPePAeml4zuSMfE6L4ZeOsFubGK3MCmZE7JX_vxX_u60uyKlQIIeLuux3YRXo3Y5JIdY4nyUsHQ,1850,I,319,134,True,False,False,True,Challenger,ARaye#Rawyr,453,70.42,2026-01-31 00:25:59.220437+07:00
rF7pPnd6Y70yDZHOhsiJXw_K6LhwR-OG1058e4pzirzuuQl18en0bN-3xD2-1HJKk1Pqpe_x01jTQw,1846,I,371,202,True,False,False,False,Challenger,Enif#SEA,573,64.75,2026-01-31 00:25:59.220437+07:00
gDS_RXL2uVslEPIcN_A8AVyv6gDSAEWb3dwYsV8ofJXEKVEJpvT2hykvUIg6cJmLmJu_VU1akJ_jKw,1733,I,309,121,True,False,False,False,Challenger,Eggy#6142,430,71.86,2026-01-31 00:25:59.220437+07:00
LOZXtiOOJOowiev9UHNv7XJ5d3m268S7GyU2K19rf3ZmQgtyabvX0Eh5joLpfhAYSq2g_8I8mP5pdg,1723,I,446,213,True,False,False,False,Challenger,mald#tft,659,67.68,2026-01-31 00:25:59.220437+07:00
x13cEumQNek2mzLebII6fYK-VQ7iHKLws7YvPlbrWQ0TWUnXxW29JxiGpD9342uBCu5ip0I-RBwSqQ,1673,I,503,252,True,False,False,True,Challenger,Nanande#nana,755,66.62,2026-01-31 00:25:59.220437+07:00
V_HDEimGgGYRyR632PNqZBUUw3EHl0U3YYyfP6k9s7F3a8-bPkkN7Del-5odV5D7VwlaJnlfXRoiMA,1605,I,322,177,True,False,False,True,Challenger,Pai#phpai,499,64.53,2026-01-31 00:25:59.220437+07:00
YxXpLxMTUvi7EwPV1R8w9bI4V36QFVixnoL32ysvG4BlhD4noEVp6eWNu3V9A5DwyhzdFpwPFTUSgg,1428,I,271,177,False,False,True,False,Challenger,uni#owo,448,60.49,2026-01-31 00:25:59.220437+07:00
aIbr6wA-uIC7TKTyrCoNXQdklatJOy7JZcPlKhye6CsInFb_a3IdKDMdmNxCeQ_xFpJqpHiMl4rKXQ,1425,I,274,138,True,False,False,False,Challenger,Fer#41fer,412,66.5,2026-01-31 00:25:59.220437+07:00
Q2kiTnBK9Ob__FHZkOZGhfvp3UOIXVdKz90VsclIamYV151aGoDixYip1oMx37sZAvEezpg3WWsceA,1420,I,513,298,True,False,False,False,Challenger,BBTY#300,811,63.26,2026-01-31 00:25:59.220437+07:00
S1y6zj-N_jmCqxP3WiGPtnEhIZMm1rSr3f6ft94vtJ2oKObwnfrA12wg44v3_OvEXdj5eJ2AiBU0NA,1420,I,246,116,True,False,False,False,Challenger,masianiverson#xdd,362,67.96,2026-01-31 00:25:59.220437+07:00
